UnixTime	Latitude	Longitude	Altitude
1480901753	-80.981491	53.574799	37540.500000
1480901853	-80.979958	53.511570	37451.871094
1480901953	-80.978981	53.449390	37369.589844
1480902053	-80.977684	53.386963	37448.628906
1480902153	-80.976120	53.325008	37365.929688
1480902253	-80.974884	53.264702	37357.628906
1480902353	-80.973686	53.204411	37408.929688
1480902453	-80.972473	53.142235	37366.449219
1480902553	-80.972015	53.078255	37432.570312
1480902653	-80.972008	53.012875	37462.468750
1480902753	-80.972061	52.948093	37365.968750
1480902853	-80.971619	52.882607	37408.980469
1480902953	-80.970665	52.816017	37388.800781
1480903053	-80.969727	52.750618	37387.058594
1480903153	-80.968376	52.685444	37441.699219
1480903253	-80.966927	52.619694	37397.750000
1480903353	-80.965797	52.552570	37427.628906
1480903453	-80.964653	52.482182	37437.160156
1480903553	-80.963379	52.410587	37391.800781
1480903653	-80.961891	52.338821	37416.679688
1480903753	-80.960182	52.266106	37397.109375
1480903853	-80.958763	52.195354	37385.878906
1480903953	-80.957596	52.125706	37422.460938
1480904053	-80.956436	52.054691	37406.089844
1480904153	-80.954887	51.981552	37416.070312
1480904253	-80.952858	51.907707	37408.089844
1480904353	-80.950691	51.835320	37417.468750
1480904453	-80.948486	51.763985	37479.449219
1480904553	-80.946289	51.692444	37454.121094
1480904653	-80.944176	51.621277	37461.570312
1480904753	-80.941948	51.550735	37503.558594
1480904853	-80.939651	51.479893	37462.199219
1480904960	-80.937271	51.403675	37446.378906
1480905060	-80.935234	51.334232	37489.371094
1480905160	-80.933350	51.265469	37458.691406
1480905260	-80.931305	51.196579	37435.121094
1480905360	-80.929039	51.128162	37462.539062
1480905460	-80.926758	51.059433	37485.710938
1480905560	-80.924553	50.989933	37454.191406
1480905660	-80.922760	50.924305	37466.421875
1480905760	-80.920944	50.862324	37484.761719
1480905860	-80.918762	50.800346	37440.628906
1480905960	-80.916405	50.737579	37474.160156
1480906060	-80.914009	50.674606	37541.359375
1480906160	-80.911842	50.611431	37519.250000
1480906260	-80.909622	50.548916	37494.738281
1480906360	-80.906815	50.485310	37510.281250
1480906460	-80.903999	50.420517	37483.500000
1480906560	-80.901230	50.355953	37458.039062
1480906660	-80.898170	50.291023	37482.050781
1480906760	-80.895096	50.225342	37431.468750
1480906860	-80.892006	50.159241	37388.191406
1480906960	-80.889008	50.092060	37449.859375
1480907060	-80.885704	50.022785	37407.128906
1480907160	-80.882225	49.952171	37397.121094
1480907260	-80.879036	49.881287	37432.761719
1480907360	-80.875992	49.809578	37367.890625
1480907460	-80.872742	49.735699	37381.011719
1480907560	-80.869530	49.659756	37414.601562
1480907660	-80.867027	49.581806	37424.781250
1480907760	-80.865105	49.504913	37438.140625
1480907860	-80.863396	49.430050	37430.730469
1480907960	-80.861481	49.354179	37420.730469
1480908060	-80.859604	49.276073	37452.660156
1480908160	-80.857918	49.197330	37444.250000
1480908260	-80.856560	49.119663	37449.949219
1480908360	-80.855324	49.041195	37465.679688
1480908460	-80.854080	48.961201	37465.101562
1480908560	-80.853020	48.880344	37473.320312
1480908660	-80.851868	48.800453	37460.500000
1480908760	-80.850426	48.720261	37468.039062
1480908860	-80.848709	48.639191	37460.828125
1480908960	-80.847099	48.559872	37440.789062
1480909060	-80.845345	48.482101	37458.910156
1480909160	-80.843010	48.404903	37469.859375
1480909260	-80.840942	48.328831	37464.289062
1480909360	-80.839355	48.252380	37488.421875
1480909460	-80.837830	48.175362	37491.191406
1480909560	-80.836418	48.099712	37516.441406
1480909660	-80.834900	48.022030	37529.078125
1480909760	-80.833344	47.941265	37540.140625
1480909860	-80.831680	47.858925	37601.550781
1480909960	-80.829727	47.774147	37609.281250
1480910060	-80.827957	47.689224	37631.789062
1480910160	-80.826622	47.605324	37595.851562
1480910260	-80.825378	47.521610	37602.878906
1480910360	-80.824158	47.436615	37599.808594
1480910460	-80.823067	47.351154	37602.269531
1480910560	-80.822052	47.265549	37700.628906
1480910660	-80.821136	47.182022	37687.269531
1480910760	-80.820511	47.101597	37720.070312
1480910860	-80.820061	47.021706	37788.960938
1480910960	-80.819641	46.942982	37720.398438
1480911060	-80.819443	46.867516	37732.250000
1480911160	-80.819321	46.794399	37773.281250
1480911260	-80.818787	46.721031	37738.609375
1480911360	-80.818047	46.646976	37747.449219
1480911460	-80.817398	46.574001	37770.148438
1480911560	-80.816650	46.501244	37734.691406
1480911660	-80.815834	46.427887	37721.679688
1480911760	-80.815056	46.356014	37759.851562
1480911860	-80.814125	46.284103	37767.609375
1480911960	-80.812836	46.210403	37777.460938
1480912060	-80.811531	46.138214	37819.691406
1480912166	-80.810524	46.063156	37793.011719
1480912266	-80.809853	45.990398	37774.320312
1480912366	-80.809280	45.916641	37826.398438
1480912466	-80.808968	45.841496	37828.808594
1480912566	-80.809021	45.762516	37848.718750
1480912666	-80.809135	45.681553	37890.718750
1480912766	-80.809174	45.601891	37858.859375
1480912866	-80.809143	45.524094	37915.531250
1480912966	-80.808823	45.446068	37962.531250
1480913066	-80.808258	45.368046	37937.128906
1480913166	-80.807793	45.289825	37997.078125
1480913266	-80.807594	45.210762	38006.539062
1480913366	-80.807549	45.133007	37966.738281
1480913466	-80.807472	45.056919	38012.859375
1480913566	-80.807411	44.982800	38035.808594
1480913666	-80.807549	44.910919	38019.398438
1480913766	-80.807938	44.840828	38052.671875
1480913866	-80.808441	44.772758	38078.878906
1480913966	-80.808907	44.707062	38071.878906
1480914066	-80.809402	44.645035	38100.078125
1480914166	-80.809906	44.586170	38112.300781
1480914266	-80.810486	44.528023	38088.148438
1480914366	-80.811096	44.470654	38127.371094
1480914466	-80.811707	44.414749	38163.500000
1480914566	-80.812309	44.358322	38128.648438
1480914666	-80.812660	44.301018	38151.500000
1480914766	-80.812729	44.244270	38180.250000
1480914866	-80.812668	44.187195	38137.171875
1480914966	-80.812439	44.130608	38183.621094
1480915066	-80.812302	44.076817	38246.300781
1480915166	-80.812454	44.025826	38204.781250
1480915266	-80.812698	43.976051	38206.679688
1480915366	-80.813118	43.927090	38257.109375
1480915466	-80.813850	43.877949	38226.011719
1480915566	-80.814667	43.827316	38216.929688
1480915666	-80.815331	43.778111	38280.148438
1480915766	-80.815628	43.731503	38268.050781
1480915866	-80.815842	43.683300	38209.199219
1480915966	-80.816254	43.633617	38216.410156
1480916066	-80.816689	43.586910	38234.089844
1480916166	-80.817047	43.542034	38201.039062
1480916266	-80.817268	43.495884	38214.648438
1480916366	-80.817268	43.450630	38258.789062
1480916466	-80.817169	43.405758	38208.050781
1480916566	-80.817093	43.359924	38174.320312
1480916666	-80.817154	43.315296	38202.160156
1480916766	-80.817680	43.270561	38222.390625
1480916866	-80.818405	43.223160	38264.750000
1480916966	-80.818817	43.174557	38298.660156
1480917066	-80.819115	43.126701	38298.558594
1480917166	-80.819473	43.079262	38291.949219
1480917266	-80.819801	43.031788	38298.449219
1480917366	-80.819946	42.984333	38299.031250
1480917466	-80.819824	42.937393	38291.550781
1480917566	-80.819298	42.892551	38314.660156
1480917666	-80.818512	42.850471	38305.730469
1480917766	-80.817764	42.809490	38274.890625
1480917866	-80.816917	42.767731	38294.800781
1480917966	-80.815948	42.725945	38316.980469
1480918066	-80.815125	42.685566	38303.648438
1480918166	-80.814125	42.646660	38275.878906
1480918266	-80.812851	42.608860	38255.679688
1480918366	-80.811653	42.571751	38246.179688
1480918466	-80.810341	42.533646	38243.820312
1480918566	-80.808586	42.493786	38260.851562
1480918666	-80.806717	42.453697	38283.648438
1480918766	-80.804924	42.413963	38284.800781
1480918866	-80.803001	42.373714	38280.371094
1480918966	-80.800926	42.332352	38308.839844
1480919066	-80.798691	42.290077	38316.359375
1480919166	-80.796471	42.247028	38313.050781
1480919266	-80.794548	42.203873	38344.078125
1480919366	-80.792717	42.161270	38337.570312
1480919473	-80.790619	42.115837	38359.601562
1480919573	-80.788597	42.072674	38351.121094
1480919673	-80.786499	42.029179	38296.609375
1480919773	-80.784149	41.986809	38317.109375
1480919873	-80.781921	41.947823	38330.781250
1480919973	-80.779991	41.911167	38317.429688
1480920073	-80.778061	41.873192	38316.328125
1480920173	-80.775986	41.832424	38287.488281
1480920273	-80.773643	41.790272	38293.730469
1480920373	-80.770737	41.748966	38312.300781
1480920473	-80.767273	41.710011	38286.511719
1480920573	-80.763641	41.672401	38304.289062
1480920673	-80.760216	41.632759	38307.890625
1480920773	-80.757004	41.589935	38291.308594
1480920873	-80.753784	41.547173	38310.769531
1480920973	-80.750305	41.506176	38338.269531
1480921073	-80.746384	41.464848	38329.738281
1480921173	-80.742798	41.422249	38337.859375
1480921273	-80.739952	41.379112	38346.621094
1480921373	-80.737267	41.336323	38314.101562
1480921473	-80.734459	41.294907	38302.601562
1480921573	-80.731987	41.255733	38310.960938
1480921673	-80.730034	41.218845	38317.988281
1480921773	-80.727989	41.183826	38331.378906
1480921873	-80.725700	41.151096	38338.500000
1480921973	-80.723534	41.120289	38360.500000
1480922073	-80.721405	41.088802	38356.109375
1480922173	-80.719025	41.054447	38360.371094
1480922273	-80.716484	41.018513	38398.558594
1480922373	-80.713890	40.981041	38361.789062
1480922473	-80.711472	40.941235	38356.468750
1480922573	-80.709419	40.900742	38405.308594
1480922673	-80.707481	40.860214	38409.191406
1480922773	-80.705437	40.818817	38421.710938
1480922873	-80.703270	40.776882	38425.941406
1480922973	-80.701080	40.734413	38419.531250
1480923073	-80.698914	40.692272	38430.171875
1480923173	-80.696747	40.650841	38467.718750
1480923273	-80.694130	40.608665	38465.101562
1480923373	-80.691154	40.564705	38447.050781
1480923473	-80.688507	40.518600	38481.679688
1480923573	-80.685692	40.469704	38500.750000
1480923673	-80.682312	40.419716	38511.730469
1480923773	-80.679100	40.370762	38551.851562
1480923873	-80.676361	40.321014	38570.660156
1480923973	-80.673889	40.269428	38576.429688
1480924073	-80.671707	40.217720	38596.898438
1480924173	-80.669540	40.164532	38598.738281
1480924273	-80.667480	40.107849	38613.648438
1480924373	-80.665833	40.048569	38623.179688
1480924473	-80.664307	39.987198	38639.980469
1480924573	-80.662674	39.922207	38658.550781
1480924673	-80.661263	39.853497	38646.789062
1480924773	-80.660416	39.784622	38654.371094
1480924873	-80.659943	39.718807	38618.699219
1480924973	-80.659531	39.656963	38645.679688
1480925073	-80.659050	39.597305	38636.128906
1480925173	-80.658203	39.536987	38604.648438
1480925273	-80.657181	39.475334	38655.269531
1480925373	-80.656372	39.414909	38668.351562
1480925473	-80.655617	39.355537	38674.949219
1480925573	-80.654442	39.294472	38701.828125
1480925673	-80.652733	39.232277	38684.589844
1480925773	-80.650589	39.169594	38699.078125
1480925873	-80.648148	39.106346	38708.480469
1480925973	-80.645706	39.044819	38716.480469
1480926073	-80.643272	38.984600	38730.660156
1480926173	-80.641060	38.924347	38738.421875
1480926273	-80.639282	38.864510	38767.000000
1480926373	-80.637939	38.805740	38767.691406
1480926473	-80.636566	38.745106	38760.769531
1480926573	-80.635117	38.680832	38767.421875
1480926679	-80.634155	38.611179	38785.710938
1480926779	-80.633652	38.546017	38729.660156
1480926879	-80.633369	38.481594	38744.199219
1480926979	-80.633591	38.416458	38792.199219
1480927079	-80.634438	38.349560	38782.089844
1480927179	-80.635521	38.283436	38775.750000
1480927279	-80.636177	38.220051	38743.910156
1480927379	-80.636536	38.155346	38777.679688
1480927479	-80.637680	38.085697	38794.191406
1480927579	-80.639648	38.015240	38718.738281
1480927679	-80.640579	37.949364	38697.589844
1480927779	-80.641113	37.882011	38751.531250
1480927879	-80.642715	37.810055	38752.078125
1480927979	-80.643730	37.738960	38662.890625
1480928079	-80.643532	37.671124	38679.320312
1480928179	-80.644104	37.602409	38793.179688
1480928279	-80.645622	37.531479	38736.480469
1480928379	-80.645813	37.463875	38678.191406
1480928479	-80.645767	37.397076	38790.308594
1480928579	-80.647163	37.324654	38793.371094
1480928679	-80.648041	37.251492	38721.230469
1480928779	-80.648117	37.181366	38752.949219
1480928879	-80.649551	37.110329	38813.750000
1480928979	-80.651466	37.037155	38754.371094
1480929079	-80.651772	36.966991	38760.011719
1480929179	-80.652161	36.897907	38873.679688
1480929279	-80.653786	36.825508	38847.300781
1480929379	-80.654839	36.752476	38771.128906
1480929479	-80.655777	36.681187	38832.550781
1480929579	-80.658264	36.608955	38821.660156
1480929679	-80.660950	36.535458	38755.640625
1480929779	-80.663170	36.461937	38784.421875
1480929879	-80.666275	36.389698	38806.589844
1480929979	-80.669083	36.316658	38761.789062
1480930079	-80.671387	36.244564	38785.449219
1480930179	-80.674339	36.175591	38800.390625
1480930279	-80.677101	36.107845	38776.980469
1480930379	-80.679825	36.040306	38813.210938
1480930479	-80.683167	35.975727	38809.121094
1480930579	-80.686050	35.911922	38804.980469
1480930679	-80.688591	35.847084	38801.480469
1480930779	-80.691704	35.783760	38761.269531
1480930879	-80.694839	35.720207	38767.398438
1480930979	-80.697754	35.653473	38780.820312
1480931079	-80.700699	35.584126	38753.589844
1480931179	-80.703461	35.513699	38791.500000
1480931279	-80.705757	35.441677	38787.019531
1480931379	-80.707932	35.368069	38725.468750
1480931479	-80.710686	35.296478	38769.058594
1480931579	-80.713516	35.227272	38745.980469
1480931679	-80.715858	35.158127	38741.820312
1480931779	-80.718033	35.087227	38803.210938
1480931879	-80.719856	35.013905	38780.230469
1480931979	-80.721695	34.940384	38811.441406
1480932079	-80.724007	34.867161	38801.460938
1480932179	-80.726295	34.793468	38783.449219
1480932279	-80.728897	34.720345	38808.339844
1480932379	-80.731888	34.648773	38792.941406
1480932479	-80.734558	34.577694	38784.859375
1480932579	-80.736877	34.506992	38789.570312
1480932679	-80.739471	34.436508	38801.660156
1480932779	-80.742500	34.366222	38769.890625
1480932879	-80.745628	34.298275	38797.058594
1480932979	-80.748688	34.231552	38824.488281
1480933079	-80.751747	34.162144	38779.320312
1480933179	-80.755074	34.092365	38794.078125
1480933279	-80.758438	34.024017	38839.421875
1480933379	-80.761383	33.954655	38818.558594
1480933479	-80.763992	33.883785	38814.449219
1480933579	-80.766884	33.813683	38867.679688
1480933679	-80.769844	33.744358	38846.359375
1480933779	-80.772690	33.676571	38870.500000
1480933879	-80.775932	33.613045	38929.441406
1480933986	-80.779892	33.546711	38896.781250
1480934086	-80.783539	33.486073	38917.070312
1480934186	-80.787048	33.426113	38971.269531
1480934286	-80.790451	33.366135	38965.988281
1480934386	-80.793907	33.308331	38951.449219
1480934486	-80.797623	33.255703	38979.441406
1480934586	-80.801498	33.206882	38978.390625
1480934686	-80.805458	33.158550	38954.621094
1480934786	-80.809624	33.110451	38982.621094
1480934886	-80.814003	33.064182	39001.050781
1480934986	-80.818329	33.021076	38976.039062
1480935086	-80.822510	32.981159	38995.070312
1480935186	-80.826775	32.942795	39041.691406
1480935286	-80.831383	32.903904	39028.328125
1480935386	-80.836113	32.864223	39011.250000
1480935486	-80.840218	32.824791	39055.359375
1480935586	-80.843369	32.783920	39028.750000
1480935686	-80.845917	32.741108	39000.109375
1480935786	-80.848083	32.702599	39058.421875
1480935886	-80.849861	32.670750	39029.210938
1480935986	-80.851433	32.641254	38978.558594
1480936086	-80.852867	32.613190	39031.578125
1480936186	-80.854332	32.588154	39029.781250
1480936286	-80.856049	32.563263	38966.480469
1480936386	-80.857849	32.536465	39002.371094
1480936486	-80.859512	32.509888	39043.398438
1480936586	-80.861229	32.484146	39008.828125
1480936686	-80.863075	32.458652	39031.699219
1480936786	-80.864899	32.433559	39087.859375
1480936886	-80.866936	32.407539	39073.250000
1480936986	-80.869583	32.379650	39060.898438
1480937086	-80.872597	32.351509	39118.468750
1480937186	-80.875412	32.323898	39156.871094
1480937286	-80.877991	32.294899	39125.121094
1480937386	-80.880356	32.263828	39113.878906
1480937486	-80.882278	32.233341	39154.609375
1480937586	-80.883987	32.205315	39164.191406
1480937686	-80.886162	32.178745	39155.171875
1480937786	-80.888718	32.152397	39179.539062
1480937886	-80.891113	32.126068	39203.070312
1480937986	-80.893295	32.101028	39177.738281
1480938086	-80.895699	32.077026	39156.351562
1480938186	-80.898376	32.052994	39172.199219
1480938286	-80.900696	32.028542	39177.589844
1480938386	-80.902603	32.002769	39133.558594
1480938486	-80.904900	31.976849	39125.300781
1480938586	-80.907501	31.953932	39156.039062
1480938686	-80.910110	31.934221	39131.460938
1480938786	-80.913010	31.915829	39092.371094
1480938886	-80.915863	31.900343	39103.691406
1480938986	-80.918236	31.889275	39118.410156
1480939086	-80.920380	31.879591	39124.871094
1480939186	-80.922447	31.868322	39175.480469
1480939286	-80.924232	31.856804	39188.730469
1480939386	-80.925903	31.847364	39149.511719
1480939486	-80.927597	31.841066	39128.199219
1480939586	-80.929199	31.837156	39138.949219
1480939686	-80.930656	31.833643	39144.011719
1480939786	-80.932022	31.829712	39150.230469
1480939886	-80.933281	31.826460	39167.750000
1480939986	-80.934341	31.824080	39166.621094
1480940086	-80.935028	31.820595	39149.781250
1480940186	-80.935196	31.815477	39127.910156
1480940286	-80.935257	31.809767	39118.441406
1480940386	-80.935371	31.804527	39132.800781
1480940486	-80.935196	31.798620	39133.660156
1480940586	-80.934662	31.790943	39139.289062
1480940686	-80.934113	31.782318	39167.570312
1480940786	-80.933678	31.773346	39175.648438
1480940886	-80.933090	31.762449	39180.339844
1480940986	-80.932274	31.748796	39183.199219
1480941086	-80.931541	31.734632	39184.371094
1480941192	-80.930969	31.720919	39212.609375
1480941292	-80.930374	31.707367	39230.269531
1480941392	-80.929741	31.691973	39216.550781
1480941492	-80.929115	31.677074	39189.789062
1480941592	-80.928444	31.664200	39170.699219
1480941692	-80.927399	31.652676	39156.730469
1480941792	-80.925705	31.641979	39158.898438
1480941892	-80.923225	31.632812	39151.160156
1480941992	-80.920097	31.624729	39129.570312
1480942092	-80.916512	31.615993	39139.179688
1480942192	-80.912460	31.605785	39158.070312
1480942292	-80.908058	31.594049	39168.761719
1480942392	-80.903419	31.580675	39187.320312
1480942492	-80.898834	31.566668	39231.988281
1480942592	-80.894524	31.553083	39242.371094
1480942692	-80.890335	31.538969	39224.988281
1480942792	-80.885956	31.523487	39252.230469
1480942892	-80.881622	31.506233	39284.339844
1480942992	-80.877541	31.486919	39298.039062
1480943092	-80.873528	31.465010	39363.480469
1480943192	-80.869484	31.440651	39406.781250
1480943292	-80.865479	31.414307	39379.820312
1480943392	-80.861267	31.386509	39401.980469
1480943492	-80.856636	31.357538	39407.679688
1480943592	-80.851837	31.328121	39396.101562
1480943692	-80.847130	31.299259	39422.621094
1480943792	-80.842468	31.268787	39436.781250
1480943892	-80.837738	31.234497	39439.839844
1480943992	-80.833229	31.196472	39388.300781
1480944092	-80.829239	31.155823	39357.410156
1480944192	-80.825806	31.113529	39371.968750
1480944292	-80.822632	31.072273	39340.371094
1480944392	-80.819382	31.032705	39317.601562
1480944492	-80.815704	30.991728	39350.820312
1480944592	-80.811493	30.950300	39331.000000
1480944692	-80.806946	30.912460	39338.671875
1480944792	-80.802238	30.876055	39378.039062
1480944892	-80.797356	30.837118	39341.769531
1480944992	-80.792221	30.795738	39346.910156
1480945092	-80.786873	30.752512	39337.898438
1480945192	-80.781288	30.706976	39311.871094
1480945292	-80.775887	30.659628	39247.820312
1480945392	-80.770798	30.608589	39195.101562
1480945492	-80.765526	30.552002	39154.539062
1480945592	-80.759964	30.493271	39110.351562
1480945692	-80.754356	30.436647	39102.828125
1480945792	-80.748840	30.381645	39111.089844
1480945892	-80.743523	30.326958	39099.949219
1480945992	-80.738510	30.272802	39070.000000
1480946092	-80.733826	30.220245	39076.089844
1480946192	-80.729477	30.169338	39060.480469
1480946292	-80.725471	30.118408	39089.031250
1480946392	-80.721619	30.066738	39040.191406
1480946492	-80.717644	30.013048	39033.281250
1480946592	-80.713585	29.959269	39088.210938
1480946692	-80.709610	29.908308	39065.121094
1480946792	-80.705566	29.858866	39083.148438
1480946892	-80.701355	29.810711	39087.769531
1480946992	-80.697418	29.764830	39082.929688
1480947092	-80.693588	29.719662	39115.210938
1480947192	-80.689812	29.674837	39101.789062
1480947292	-80.686577	29.631874	39136.601562
1480947392	-80.683617	29.589422	39189.621094
1480947492	-80.680794	29.547127	39164.218750
1480947592	-80.678017	29.505634	39183.449219
1480947692	-80.675224	29.464012	39198.230469
1480947792	-80.672646	29.422432	39189.519531
1480947892	-80.670128	29.381479	39210.289062
1480947992	-80.667435	29.340870	39201.019531
1480948092	-80.664566	29.301199	39175.429688
1480948192	-80.661568	29.261858	39212.589844
1480948292	-80.658623	29.220516	39200.679688
1480948392	-80.655853	29.176409	39190.531250
1480948500	-80.653008	29.127354	39200.949219
1480948600	-80.650574	29.081963	39184.750000
1480948700	-80.648201	29.035780	39172.050781
1480948800	-80.645660	28.987646	39111.410156
1480948900	-80.642822	28.939871	39093.031250
1480949000	-80.639847	28.892569	39130.238281
1480949100	-80.637154	28.845409	39086.781250
1480949200	-80.634605	28.798084	39068.339844
1480949300	-80.631699	28.749643	39123.058594
1480949400	-80.628990	28.702616	39093.789062
1480949500	-80.626884	28.656744	39098.449219
1480949600	-80.624519	28.609180	39070.031250
1480949700	-80.621986	28.563101	39067.750000
1480949800	-80.619644	28.519798	39081.679688
1480949900	-80.617325	28.476179	39071.468750
1480950000	-80.615005	28.432192	39020.578125
1480950100	-80.612534	28.390221	39020.648438
1480950200	-80.610161	28.349152	39009.058594
1480950300	-80.607994	28.306690	39028.628906
1480950400	-80.605850	28.263990	39081.429688
1480950500	-80.604065	28.224533	39066.800781
1480950600	-80.602119	28.186773	39078.898438
1480950700	-80.600075	28.147333	39077.109375
1480950800	-80.598633	28.107224	39087.750000
1480950900	-80.597092	28.064877	39095.500000
1480951000	-80.595558	28.021309	39053.378906
1480951100	-80.594299	27.976490	39078.488281
1480951200	-80.592598	27.930733	39086.410156
1480951300	-80.590912	27.886456	39040.171875
1480951400	-80.589409	27.842329	39045.210938
1480951500	-80.587502	27.796986	39023.578125
1480951600	-80.585648	27.753803	39009.109375
1480951700	-80.583847	27.712973	39048.441406
1480951800	-80.581505	27.672741	39043.101562
1480951900	-80.579063	27.637117	39017.300781
1480952000	-80.577003	27.602123	38974.179688
1480952100	-80.574890	27.562305	39019.820312
1480952200	-80.572441	27.520706	39094.468750
1480952300	-80.570511	27.485376	39045.871094
1480952400	-80.569397	27.456705	38988.019531
1480952500	-80.568680	27.429588	39021.839844
1480952600	-80.567841	27.398605	39094.460938
1480952700	-80.566544	27.359171	39068.039062
1480952800	-80.565506	27.317778	38981.179688
1480952900	-80.565376	27.282988	38983.089844
1480953000	-80.565712	27.252861	38998.289062
1480953100	-80.566345	27.223522	39009.640625
1480953200	-80.566559	27.191429	39055.839844
1480953300	-80.566124	27.155756	39081.339844
1480953400	-80.565872	27.121691	39024.910156
1480953500	-80.566292	27.092684	38996.199219
1480953600	-80.567062	27.064735	39019.960938
1480953700	-80.567810	27.034542	39016.910156
1480953800	-80.568535	27.001570	39023.820312
1480953900	-80.569328	26.970694	39023.640625
1480954000	-80.570305	26.944805	39015.460938
1480954100	-80.571297	26.919870	39024.410156
1480954200	-80.572037	26.891489	39031.609375
1480954300	-80.572624	26.860014	38982.929688
1480954400	-80.573296	26.828848	38963.089844
1480954500	-80.573746	26.796417	39016.128906
1480954600	-80.574097	26.761955	38988.988281
1480954700	-80.574776	26.728136	38948.359375
1480954800	-80.575409	26.695110	38993.500000
1480954900	-80.575768	26.663015	38978.539062
1480955000	-80.576294	26.633167	38928.890625
1480955100	-80.576920	26.602390	38955.390625
1480955200	-80.577660	26.570713	38916.558594
1480955300	-80.578827	26.542854	38824.511719
1480955400	-80.579964	26.516817	38844.019531
1480955500	-80.580666	26.488779	38855.320312
1480955600	-80.581398	26.461851	38821.500000
1480955700	-80.582092	26.435129	38861.929688
1480955808	-80.582344	26.405680	38814.300781
1480955908	-80.582611	26.383177	38795.070312
1480956008	-80.582542	26.357548	38813.359375
1480956108	-80.582664	26.330999	38835.589844
1480956208	-80.583054	26.306381	38851.769531
1480956308	-80.583359	26.282913	38773.320312
1480956408	-80.583649	26.259176	38761.558594
1480956508	-80.584061	26.234316	38803.449219
1480956608	-80.584892	26.212042	38807.730469
1480956708	-80.585808	26.189272	38770.128906
1480956808	-80.586731	26.163214	38750.101562
1480956908	-80.587730	26.136919	38749.589844
1480957008	-80.588737	26.112749	38717.300781
1480957108	-80.589775	26.089403	38713.949219
1480957208	-80.590805	26.064177	38732.539062
1480957308	-80.591789	26.038086	38739.929688
1480957408	-80.592735	26.012274	38728.789062
1480957508	-80.593727	25.986378	38727.441406
1480957608	-80.594810	25.959793	38715.500000
1480957708	-80.596092	25.933588	38688.890625
1480957808	-80.597641	25.908800	38689.488281
1480957908	-80.599556	25.885515	38699.250000
1480958008	-80.601891	25.863756	38695.730469
1480958108	-80.604416	25.843376	38707.679688
1480958208	-80.606873	25.822926	38703.949219
1480958308	-80.609077	25.801903	38665.289062
1480958408	-80.611076	25.779257	38650.390625
1480958508	-80.613182	25.754873	38670.230469
1480958608	-80.615761	25.730724	38683.578125
1480958708	-80.618736	25.706961	38671.500000
1480958808	-80.621651	25.682709	38650.441406
1480958908	-80.624268	25.659079	38640.539062
1480959008	-80.626717	25.637602	38643.218750
1480959108	-80.629272	25.617376	38632.398438
1480959208	-80.632004	25.598236	38645.640625
1480959308	-80.634460	25.582764	38678.769531
1480959408	-80.636505	25.572132	38682.730469
1480959508	-80.638336	25.563429	38673.351562
1480959608	-80.640045	25.553822	38664.699219
1480959708	-80.641563	25.543810	38661.960938
1480959808	-80.642776	25.534237	38685.199219
1480959908	-80.643562	25.524158	38699.281250
1480960008	-80.643906	25.513222	38680.000000
1480960108	-80.644081	25.501637	38662.148438
1480960208	-80.644348	25.489100	38651.898438
1480960308	-80.644539	25.475580	38622.699219
1480960408	-80.644196	25.462204	38599.941406
1480960508	-80.643219	25.450323	38608.101562
1480960608	-80.641937	25.441002	38600.238281
1480960708	-80.640625	25.435093	38574.738281
1480960808	-80.639069	25.432777	38555.500000
1480960908	-80.637169	25.431902	38529.808594
1480961008	-80.635086	25.429777	38534.761719
1480961108	-80.632896	25.425381	38545.480469
1480961208	-80.630638	25.418531	38520.710938
1480961308	-80.628265	25.409529	38524.640625
1480961408	-80.625801	25.399366	38538.539062
1480961508	-80.623619	25.388294	38540.000000
1480961608	-80.621620	25.375751	38538.988281
1480961708	-80.619720	25.361614	38484.078125
1480961808	-80.618286	25.347540	38476.320312
1480961908	-80.617371	25.336561	38522.031250
1480962008	-80.616852	25.328714	38509.929688
1480962108	-80.616348	25.323814	38486.281250
1480962208	-80.615768	25.321537	38470.660156
1480962308	-80.615234	25.320044	38478.949219
1480962408	-80.614517	25.319101	38493.250000
1480962508	-80.613457	25.316902	38483.050781
1480962608	-80.612267	25.311651	38495.500000
1480962708	-80.610909	25.305485	38523.390625
1480962808	-80.609322	25.300032	38535.000000
1480962908	-80.607407	25.294149	38558.289062
1480963015	-80.604752	25.284735	38556.320312
1480963115	-80.601799	25.273058	38555.101562
1480963215	-80.598579	25.261999	38569.640625
1480963315	-80.595596	25.252321	38553.769531
1480963415	-80.592812	25.243797	38531.160156
1480963515	-80.589767	25.237381	38505.011719
1480963615	-80.586510	25.232664	38484.558594
1480963715	-80.582886	25.228842	38470.480469
1480963815	-80.578842	25.224234	38421.300781
1480963915	-80.574593	25.217524	38391.421875
1480964015	-80.569954	25.211203	38401.988281
1480964115	-80.565109	25.204802	38385.578125
1480964215	-80.560204	25.198326	38401.679688
1480964315	-80.555367	25.190599	38408.500000
1480964415	-80.550751	25.180355	38414.441406
1480964515	-80.545853	25.170061	38393.140625
1480964615	-80.540749	25.158735	38389.121094
1480964715	-80.535477	25.147493	38391.039062
1480964815	-80.530121	25.136089	38391.210938
1480964915	-80.524559	25.125111	38410.019531
1480965015	-80.518944	25.115900	38425.390625
1480965115	-80.513512	25.106920	38455.210938
1480965215	-80.507950	25.098038	38456.929688
